network, highestPlatform,lowestPlatform,baseToken,flashFee,amountIn,amountAfterTrade1,amountAfterTrade2,amountOut,profit
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.4122474000676,8.018430626900736,8.018430626900736,0.018430626900736158
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.4122474000676,8.018430626900736,8.018430626900736,0.018430626900736158
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.3908697881109,8.0183221647582,8.0183221647582,0.018322164758199477
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.3908697881109,8.0183221647582,8.0183221647582,0.018322164758199477
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.3908697881109,8.0183221647582,8.0183221647582,0.018322164758199477
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007286467623016,1.0007286467623016,0.0007286467623015547
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007286467623016,1.0007286467623016,0.0007286467623015547
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007399345305017,1.0007399345305017,0.0007399345305016958
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007399345305017,1.0007399345305017,0.0007399345305016958
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007286467623016,1.0007286467623016,0.0007286467623015547
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007399345305017,1.0007399345305017,0.0007399345305016958
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007405710008603,1.0007405710008603,0.000740571000860335
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007405710008603,1.0007405710008603,0.000740571000860335
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007405710008603,1.0007405710008603,0.000740571000860335
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.89409280112636,4.00627237082179,4.00627237082179,0.0062723708217902185
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.89409280112636,4.00627237082179,4.00627237082179,0.0062723708217902185
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.89409280112636,4.00627237082179,4.00627237082179,0.0062723708217902185
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1581.2083340725078,8.02246967795622,8.02246967795622,0.022469677956220124
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1581.2083340725078,8.02246967795622,8.02246967795622,0.022469677956220124
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1581.2083340725078,8.02246967795622,8.02246967795622,0.022469677956220124
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1581.2083340725078,8.016804533771394,8.016804533771394,0.016804533771393793
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1581.2083340725078,8.016804533771394,8.016804533771394,0.016804533771393793
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1581.2083340725078,8.016804533771394,8.016804533771394,0.016804533771393793
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007621343971504,1.0007621343971504,0.0007621343971504491
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007621343971504,1.0007621343971504,0.0007621343971504491
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.89409280112636,4.003696362991292,4.003696362991292,0.003696362991291835
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007621343971504,1.0007621343971504,0.0007621343971504491
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.89409280112636,4.003696362991292,4.003696362991292,0.003696362991291835
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.89409280112636,4.003696362991292,4.003696362991292,0.003696362991291835
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007427785701566,1.0007427785701566,0.0007427785701565881
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007427785701566,1.0007427785701566,0.0007427785701565881
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0006025846435755,1.0006025846435755,0.0006025846435755433
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0006025846435755,1.0006025846435755,0.0006025846435755433
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0007427785701566,1.0007427785701566,0.0007427785701565881
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.88663094018466,4.00344295737271,4.00344295737271,0.0034429573727097207
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0006025846435755,1.0006025846435755,0.0006025846435755433
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.88663094018466,4.00344295737271,4.00344295737271,0.0034429573727097207
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.88663094018466,4.00344295737271,4.00344295737271,0.0034429573727097207
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0006014616336718,1.0006014616336718,0.000601461633671807
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0006014616336718,1.0006014616336718,0.000601461633671807
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0006014616336718,1.0006014616336718,0.000601461633671807
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0005892700180885,1.0005892700180885,0.0005892700180885058
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0005892700180885,1.0005892700180885,0.0005892700180885058
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.88663094018466,4.001161028009447,4.001161028009447,0.0011610280094469516
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.88663094018466,4.001161028009447,4.001161028009447,0.0011610280094469516
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0005892700180885,1.0005892700180885,0.0005892700180885058
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.88663094018466,4.001161028009447,4.001161028009447,0.0011610280094469516
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008352564102752,1.0008352564102752,0.0008352564102751536
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008352564102752,1.0008352564102752,0.0008352564102751536
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1579.329633537942,8.007279429053337,8.007279429053337,0.0072794290533373385
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008352564102752,1.0008352564102752,0.0008352564102751536
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1579.329633537942,8.007279429053337,8.007279429053337,0.0072794290533373385
polygon,quickswap_v3,uniswap_v3,wETH,0,8,1577.893862734508,8.023094747068805,8.023094747068805,0.023094747068805432
polygon,quickswap_v3,uniswap_v3,wETH,0,8,1577.893862734508,8.023094747068805,8.023094747068805,0.023094747068805432
polygon,quickswap_v3,uniswap_v3,wETH,0,8,1577.893862734508,8.023094747068805,8.023094747068805,0.023094747068805432
polygon,quickswap_v3,uniswap_v3,wETH,0,8,1577.893862734508,8.013548864037285,8.013548864037285,0.013548864037284503
polygon,quickswap_v3,uniswap_v3,wETH,0,8,1577.893862734508,8.013548864037285,8.013548864037285,0.013548864037284503
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1579.329633537942,8.007279429053337,8.007279429053337,0.0072794290533373385
polygon,quickswap_v3,uniswap_v3,wETH,0,8,1577.893862734508,8.013548864037285,8.013548864037285,0.013548864037284503
polygon,quickswap_v3,uniswap_v3,wETH,0,8,1577.893862734508,8.00984762492303,8.00984762492303,0.009847624923029485
polygon,quickswap_v3,uniswap_v3,wETH,0,8,1577.893862734508,8.00984762492303,8.00984762492303,0.009847624923029485
polygon,quickswap_v3,uniswap_v3,wETH,0,8,1577.893862734508,8.00984762492303,8.00984762492303,0.009847624923029485
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.691273000094,8.014183008536394,8.014183008536394,0.01418300853639387
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.691273000094,8.014183008536394,8.014183008536394,0.01418300853639387
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.691273000094,8.014183008536394,8.014183008536394,0.01418300853639387
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008375638976155,1.0008375638976155,0.0008375638976154676
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008375638976155,1.0008375638976155,0.0008375638976154676
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008375638976155,1.0008375638976155,0.0008375638976154676
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008377138765858,1.0008377138765858,0.0008377138765858216
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008377138765858,1.0008377138765858,0.0008377138765858216
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008377138765858,1.0008377138765858,0.0008377138765858216
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.000837419437936,1.000837419437936,0.0008374194379359157
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.000837419437936,1.000837419437936,0.0008374194379359157
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008435053190956,1.0008435053190956,0.0008435053190956054
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.000837419437936,1.000837419437936,0.0008374194379359157
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008435053190956,1.0008435053190956,0.0008435053190956054
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008435053190956,1.0008435053190956,0.0008435053190956054
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.000859026483865,1.000859026483865,0.0008590264838650441
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.000859026483865,1.000859026483865,0.0008590264838650441
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008658115325664,1.0008658115325664,0.000865811532566374
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0007685917443092,1.0007685917443092,0.0007685917443092105
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008658115325664,1.0008658115325664,0.000865811532566374
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0007685917443092,1.0007685917443092,0.0007685917443092105
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.000859026483865,1.000859026483865,0.0008590264838650441
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.4837074882225,1.0008658115325664,1.0008658115325664,0.000865811532566374
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0007685917443092,1.0007685917443092,0.0007685917443092105
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0012909539656296,1.0012909539656296,0.0012909539656296154
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0012909539656296,1.0012909539656296,0.0012909539656296154
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0012909539656296,1.0012909539656296,0.0012909539656296154
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0026057436667026,1.0026057436667026,0.0026057436667026312
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0026057436667026,1.0026057436667026,0.0026057436667026312
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.002602029266791,1.002602029266791,0.002602029266790984
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0026057436667026,1.0026057436667026,0.0026057436667026312
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0024245228368682,1.0024245228368682,0.002424522836868226
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.002602029266791,1.002602029266791,0.002602029266790984
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.002602029266791,1.002602029266791,0.002602029266790984
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0024245228368682,1.0024245228368682,0.002424522836868226
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0024010953969282,1.0024010953969282,0.0024010953969282323
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0024245228368682,1.0024245228368682,0.002424522836868226
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0024010953969282,1.0024010953969282,0.0024010953969282323
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0023892183148102,1.0023892183148102,0.002389218314810204
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0024010953969282,1.0024010953969282,0.0024010953969282323
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0023892183148102,1.0023892183148102,0.002389218314810204
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0023854564353096,1.0023854564353096,0.0023854564353096297
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0023892183148102,1.0023892183148102,0.002389218314810204
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0023854564353096,1.0023854564353096,0.0023854564353096297
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3459.8731000299053,1.002305943718355,1.002305943718355,0.002305943718355019
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3460.1475710257387,1.0023854564353096,1.0023854564353096,0.0023854564353096297
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3459.8731000299053,1.002305943718355,1.002305943718355,0.002305943718355019
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3459.1613483786014,1.0020997532339273,1.0020997532339273,0.002099753233927304
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3459.1613483786014,1.0020997532339273,1.0020997532339273,0.002099753233927304
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3459.1613483786014,1.0020997532339273,1.0020997532339273,0.002099753233927304
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011355851112016,1.0011355851112016,0.001135585111201598
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011355851112016,1.0011355851112016,0.001135585111201598
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011355851112016,1.0011355851112016,0.001135585111201598
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3459.8731000299053,1.002305943718355,1.002305943718355,0.002305943718355019
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011345134830356,1.0011345134830356,0.0011345134830356152
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011345134830356,1.0011345134830356,0.0011345134830356152
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011345134830356,1.0011345134830356,0.0011345134830356152
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011343416041425,1.0011343416041425,0.001134341604142497
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011343416041425,1.0011343416041425,0.001134341604142497
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011331247175788,1.0011331247175788,0.0011331247175787595
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011331247175788,1.0011331247175788,0.0011331247175787595
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011343416041425,1.0011343416041425,0.001134341604142497
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011331247175788,1.0011331247175788,0.0011331247175787595
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011279711334526,1.0011279711334526,0.0011279711334526432
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011279711334526,1.0011279711334526,0.0011279711334526432
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011279711334526,1.0011279711334526,0.0011279711334526432
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011228611400325,1.0011228611400325,0.0011228611400324606
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011228611400325,1.0011228611400325,0.0011228611400324606
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0011228611400325,1.0011228611400325,0.0011228611400324606
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.000993897117719,1.000993897117719,0.0009938971177190226
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.000993897117719,1.000993897117719,0.0009938971177190226
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.000993897117719,1.000993897117719,0.0009938971177190226
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0009874096653115,1.0009874096653115,0.0009874096653115227
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0009874096653115,1.0009874096653115,0.0009874096653115227
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0009861463657648,1.0009861463657648,0.0009861463657647729
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0009861463657648,1.0009861463657648,0.0009861463657647729
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0009874096653115,1.0009874096653115,0.0009874096653115227
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0009861463657648,1.0009861463657648,0.0009861463657647729
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.000889903991544,1.000889903991544,0.0008899039915439833
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.000889903991544,1.000889903991544,0.0008899039915439833
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.000889903991544,1.000889903991544,0.0008899039915439833
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0008858300090164,1.0008858300090164,0.0008858300090164306
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0008858300090164,1.0008858300090164,0.0008858300090164306
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.0008858300090164,1.0008858300090164,0.0008858300090164306
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.000878730151347,1.000878730151347,0.0008787301513470958
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.000878730151347,1.000878730151347,0.0008787301513470958
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0008630893806258,1.0008630893806258,0.0008630893806258477
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0008630893806258,1.0008630893806258,0.0008630893806258477
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.0930964291247,8.011150223707975,8.011150223707975,0.01115022370797547
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.8331237256084,1.000878730151347,1.000878730151347,0.0008787301513470958
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.0930964291247,8.011150223707975,8.011150223707975,0.01115022370797547
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0008630893806258,1.0008630893806258,0.0008630893806258477
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.0930964291247,8.011150223707975,8.011150223707975,0.01115022370797547
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0008559567583968,1.0008559567583968,0.0008559567583967809
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0008559567583968,1.0008559567583968,0.0008559567583967809
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0008559567583968,1.0008559567583968,0.0008559567583967809
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0008548520446243,1.0008548520446243,0.0008548520446243213
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0008548520446243,1.0008548520446243,0.0008548520446243213
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0008548520446243,1.0008548520446243,0.0008548520446243213
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.0082497373357,8.010720046780147,8.010720046780147,0.01072004678014693
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.0082497373357,8.010720046780147,8.010720046780147,0.01072004678014693
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1580.0082497373357,8.010720046780147,8.010720046780147,0.01072004678014693
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0009000221315623,1.0009000221315623,0.0009000221315622614
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0008987589208054,1.0008987589208054,0.0008987589208053759
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0009000221315623,1.0009000221315623,0.0009000221315622614
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0008987589208054,1.0008987589208054,0.0008987589208053759
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0008987589208054,1.0008987589208054,0.0008987589208053759
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0009000221315623,1.0009000221315623,0.0009000221315622614
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1579.9956919431781,8.010656378142077,8.010656378142077,0.010656378142076761
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1579.9956919431781,8.010656378142077,8.010656378142077,0.010656378142076761
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1579.9956919431781,8.010656378142077,8.010656378142077,0.010656378142076761
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0009496588946367,1.0009496588946367,0.0009496588946367179
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0009496588946367,1.0009496588946367,0.0009496588946367179
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0009496588946367,1.0009496588946367,0.0009496588946367179
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0009295959862388,1.0009295959862388,0.0009295959862387626
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0009295959862388,1.0009295959862388,0.0009295959862387626
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.147787484364,1.0007467374571688,1.0007467374571688,0.0007467374571688001
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.7791192873974,1.0009295959862388,1.0009295959862388,0.0009295959862387626
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.147787484364,1.0007467374571688,1.0007467374571688,0.0007467374571688001
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3455.147787484364,1.0007467374571688,1.0007467374571688,0.0007467374571688001
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0006697100472373,1.0006697100472373,0.0006697100472372597
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0006697100472373,1.0006697100472373,0.0006697100472372597
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1579.3592404965073,8.007429537798998,8.007429537798998,0.0074295377989983535
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0006697100472373,1.0006697100472373,0.0006697100472372597
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1579.3592404965073,8.007429537798998,8.007429537798998,0.0074295377989983535
polygon,uniswap_v3,quickswap_v3,wETH,0,8,1579.3592404965073,8.007429537798998,8.007429537798998,0.0074295377989983535
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0009278203019263,1.0009278203019263,0.0009278203019262854
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0009278203019263,1.0009278203019263,0.0009278203019262854
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0009030218484125,1.0009030218484125,0.0009030218484125108
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0009278203019263,1.0009278203019263,0.0009278203019262854
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0009030218484125,1.0009030218484125,0.0009030218484125108
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0009030218484125,1.0009030218484125,0.0009030218484125108
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0009021209258608,1.0009021209258608,0.0009021209258608387
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0009021209258608,1.0009021209258608,0.0009021209258608387
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0009021209258608,1.0009021209258608,0.0009021209258608387
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0009194736849323,1.0009194736849323,0.0009194736849322815
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0009194736849323,1.0009194736849323,0.0009194736849322815
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0009194736849323,1.0009194736849323,0.0009194736849322815
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.93477207216281,4.002794974281208,4.002794974281208,0.00279497428120834
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.93477207216281,4.002794974281208,4.002794974281208,0.00279497428120834
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.93477207216281,4.002794974281208,4.002794974281208,0.00279497428120834
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.98237753791086,4.00441073963774,4.00441073963774,0.004410739637740413
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.98237753791086,4.001376818680226,4.001376818680226,0.0013768186802263216
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.98237753791086,4.001376818680226,4.001376818680226,0.0013768186802263216
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.98237753791086,4.00441073963774,4.00441073963774,0.004410739637740413
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.98237753791086,4.00441073963774,4.00441073963774,0.004410739637740413
polygon,uniswap_v3,quickswap_v3,wETH,0,4,117.98237753791086,4.001376818680226,4.001376818680226,0.0013768186802263216
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0007426998244588,1.0007426998244588,0.0007426998244588479
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0007426998244588,1.0007426998244588,0.0007426998244588479
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.8818449885866,1.0007426998244588,1.0007426998244588,0.0007426998244588479
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.179839676314,1.0005393566355987,1.0005393566355987,0.0005393566355986756
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.179839676314,1.0005393566355987,1.0005393566355987,0.0005393566355986756
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.179839676314,1.0005393566355987,1.0005393566355987,0.0005393566355986756
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.179839676314,1.00064439698208,1.00064439698208,0.0006443969820799644
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.179839676314,1.00064439698208,1.00064439698208,0.0006443969820799644
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3454.179839676314,1.00064439698208,1.00064439698208,0.0006443969820799644
